0.0,2.0,1.0,45.0,4.09201631196737,4.09201631196737,2.0,2.0
7.0,2.0,1.0,45.0,4.69201631196737,4.69201631196737,2.0,2.0
8.0,2.0,1.0,45.0,4.07126637794139,4.07126637794139,2.0,2.0
9.0,2.0,1.0,45.0,3.617253351629003,3.617253351629003,2.0,2.0
10.0,2.0,1.0,45.0,1.7280775914300808,1.7280775914300808,2.0,2.0
11.0,2.0,1.0,45.0,1.1623093363637929,1.1623093363637929,2.0,2.0
12.0,2.0,1.0,45.0,2.2347978021045254,2.2347978021045254,2.0,2.0
13.0,2.0,1.0,45.0,3.5128339184228197,3.5128339184228197,2.0,2.0
14.0,2.0,1.0,45.0,3.735111419395138,3.735111419395138,2.0,2.0
15.0,2.0,2.0,46.0,1.6426867744627112,1.6426867744627112,2.0,2.0
16.0,2.0,2.0,46.0,1.18676806341327,1.18676806341327,2.0,2.0
17.0,2.0,2.0,46.0,2.0269483828227255,2.0269483828227255,2.0,2.0
18.0,2.0,2.0,46.0,4.937890332432467,4.937890332432467,2.0,2.0
19.0,2.0,2.0,46.0,3.90589898947704,3.90589898947704,2.0,2.0
20.0,2.0,3.0,47.0,4.082870633857867,4.082870633857867,2.0,2.0
21.0,2.0,3.0,47.0,3.967178942897683,3.967178942897683,2.0,2.0
22.0,2.0,3.0,47.0,4.597413578703822,4.597413578703822,2.0,2.0
23.0,2.0,3.0,47.0,2.5916372880664236,2.5916372880664236,2.0,2.0
24.0,2.0,3.0,47.0,4.846066654786979,4.846066654786979,2.0,2.0
25.0,2.0,3.0,47.0,1.7796271078149077,1.7796271078149077,2.0,2.0
26.0,2.0,3.0,47.0,1.094612467419727,1.094612467419727,2.0,2.0
27.0,2.0,3.0,47.0,4.461003750585949,4.461003750585949,2.0,2.0
28.0,2.0,4.0,48.0,3.4464042747853596,3.4464042747853596,2.0,2.0
29.0,2.0,4.0,48.0,1.7734941951770233,1.7734941951770233,2.0,2.0
30.0,2.0,4.0,48.0,4.96753140578504,4.96753140578504,2.0,2.0
31.0,2.0,4.0,48.0,4.024668610305621,4.024668610305621,2.0,2.0
32.0,2.0,4.0,48.0,3.0009616137642405,3.0009616137642405,2.0,2.0
33.0,2.0,4.0,48.0,4.4530570086183605,4.4530570086183605,2.0,2.0
34.0,2.0,4.0,48.0,3.742418125554773,3.742418125554773,2.0,2.0
35.0,2.0,4.0,48.0,4.621566380395475,4.621566380395475,2.0,2.0
36.0,2.0,5.0,49.0,3.3672026258712804,3.3672026258712804,2.0,2.0
37.0,2.0,5.0,49.0,4.6655281983821535,4.6655281983821535,2.0,2.0
38.0,2.0,5.0,49.0,1.945269643886558,1.945269643886558,2.0,2.0
39.0,2.0,5.0,49.0,1.5429396788482967,1.5429396788482967,2.0,2.0
51.0,2.0,5.0,49.0,3.3672026258712804,3.3672026258712804,2.0,2.0
52.0,2.0,5.0,49.0,4.6655281983821535,4.6655281983821535,2.0,2.0
53.0,2.0,5.0,49.0,3.945269643886558,3.945269643886558,2.0,2.0
54.0,2.0,5.0,49.0,2.5429396788482967,2.5429396788482967,2.0,2.0
40.0,2.0,6.0,50.0,1.3249993073797253,1.3249993073797253,2.0,2.0
41.0,2.0,6.0,50.0,1.606705085145189,1.606705085145189,2.0,2.0
42.0,2.0,6.0,50.0,2.7668171653077196,2.7668171653077196,2.0,2.0
43.0,2.0,6.0,50.0,3.7659707915920424,3.7659707915920424,2.0,2.0
44.0,2.0,6.0,50.0,3.9867908232665323,3.9867908232665323,2.0,2.0
55.0,2.0,6.0,50.0,3.7668171653077196,3.7668171653077196,2.0,2.0
56.0,2.0,6.0,50.0,4.7659707915920424,4.7659707915920424,2.0,2.0
57.0,2.0,6.0,50.0,3.9867908232665323,3.9867908232665323,2.0,2.0
